Date,Close Price,Signal
2021-01-04 00:00:00-05:00,243.2566680908203,Sell
2021-01-05 00:00:00-05:00,245.0366668701172,Sell
2021-01-06 00:00:00-05:00,251.9933319091797,Sell
2021-01-07 00:00:00-05:00,272.0133361816406,Buy
2021-01-08 00:00:00-05:00,293.3399963378906,Buy
2021-01-11 00:00:00-05:00,270.39666748046875,Buy
2021-01-12 00:00:00-05:00,283.14666748046875,Buy
2021-01-13 00:00:00-05:00,284.8033447265625,Buy
2021-01-14 00:00:00-05:00,281.6666564941406,Buy
2021-01-15 00:00:00-05:00,275.38665771484375,Buy
2021-01-19 00:00:00-05:00,281.51666259765625,Buy
2021-01-20 00:00:00-05:00,283.48333740234375,Buy
2021-01-21 00:00:00-05:00,281.663330078125,Buy
2021-01-22 00:00:00-05:00,282.21331787109375,Buy
2021-01-25 00:00:00-05:00,293.6000061035156,Buy
2021-01-26 00:00:00-05:00,294.36334228515625,Buy
2021-01-27 00:00:00-05:00,288.0533447265625,Buy
2021-01-28 00:00:00-05:00,278.4766540527344,Buy
2021-01-29 00:00:00-05:00,264.510009765625,Buy
2021-02-01 00:00:00-05:00,279.9366760253906,Sell
2021-02-02 00:00:00-05:00,290.92999267578125,Buy
2021-02-03 00:00:00-05:00,284.89666748046875,Buy
2021-02-04 00:00:00-05:00,283.3299865722656,Buy
2021-02-05 00:00:00-05:00,284.07666015625,Buy
2021-02-08 00:00:00-05:00,287.8066711425781,Buy
2021-02-09 00:00:00-05:00,283.1533203125,Buy
2021-02-10 00:00:00-05:00,268.2733459472656,Sell
2021-02-11 00:00:00-05:00,270.5533447265625,Sell
2021-02-12 00:00:00-05:00,272.0400085449219,Sell
2021-02-16 00:00:00-05:00,265.40667724609375,Sell
2021-02-17 00:00:00-05:00,266.04998779296875,Sell
2021-02-18 00:00:00-05:00,262.4599914550781,Sell
2021-02-19 00:00:00-05:00,260.4333190917969,Sell
2021-02-22 00:00:00-05:00,238.1666717529297,Sell
2021-02-23 00:00:00-05:00,232.94667053222656,Sell
2021-02-24 00:00:00-05:00,247.33999633789062,Sell
2021-02-25 00:00:00-05:00,227.4066619873047,Sell
2021-02-26 00:00:00-05:00,225.1666717529297,Sell
2021-03-01 00:00:00-05:00,239.47666931152344,Sell
2021-03-02 00:00:00-05:00,228.81333923339844,Sell
2021-03-03 00:00:00-05:00,217.73333740234375,Sell
2021-03-04 00:00:00-05:00,207.14666748046875,Sell
2021-03-05 00:00:00-05:00,199.31666564941406,Sell
2021-03-08 00:00:00-05:00,187.6666717529297,Sell
2021-03-09 00:00:00-05:00,224.52667236328125,Sell
2021-03-10 00:00:00-05:00,222.68666076660156,Sell
2021-03-11 00:00:00-05:00,233.1999969482422,Sell
2021-03-12 00:00:00-05:00,231.2433319091797,Sell
2021-03-15 00:00:00-04:00,235.97999572753906,Sell
2021-03-16 00:00:00-04:00,225.6266632080078,Sell
2021-03-17 00:00:00-04:00,233.93666076660156,Sell
2021-03-18 00:00:00-04:00,217.72000122070312,Sell
2021-03-19 00:00:00-04:00,218.2899932861328,Sell
2021-03-22 00:00:00-04:00,223.3333282470703,Sell
2021-03-23 00:00:00-04:00,220.72000122070312,Sell
2021-03-24 00:00:00-04:00,210.08999633789062,Sell
2021-03-25 00:00:00-04:00,213.4633331298828,Sell
2021-03-26 00:00:00-04:00,206.23666381835938,Sell
2021-03-29 00:00:00-04:00,203.76333618164062,Sell
2021-03-30 00:00:00-04:00,211.8733367919922,Sell
2021-03-31 00:00:00-04:00,222.64332580566406,Sell
2021-04-01 00:00:00-04:00,220.5833282470703,Sell
2021-04-05 00:00:00-04:00,230.35000610351562,Buy
2021-04-06 00:00:00-04:00,230.5399932861328,Buy
2021-04-07 00:00:00-04:00,223.6566619873047,Buy
2021-04-08 00:00:00-04:00,227.93333435058594,Buy
2021-04-09 00:00:00-04:00,225.67333984375,Buy
2021-04-12 00:00:00-04:00,233.9933319091797,Buy
2021-04-13 00:00:00-04:00,254.10667419433594,Buy
2021-04-14 00:00:00-04:00,244.07666015625,Buy
2021-04-15 00:00:00-04:00,246.28334045410156,Buy
2021-04-16 00:00:00-04:00,246.5933380126953,Buy
2021-04-19 00:00:00-04:00,238.2100067138672,Buy
2021-04-20 00:00:00-04:00,239.663330078125,Buy
2021-04-21 00:00:00-04:00,248.0399932861328,Buy
2021-04-22 00:00:00-04:00,239.89666748046875,Buy
2021-04-23 00:00:00-04:00,243.13333129882812,Buy
2021-04-26 00:00:00-04:00,246.06666564941406,Buy
2021-04-27 00:00:00-04:00,234.913330078125,Buy
2021-04-28 00:00:00-04:00,231.46665954589844,Buy
2021-04-29 00:00:00-04:00,225.6666717529297,Sell
2021-04-30 00:00:00-04:00,236.47999572753906,Sell
2021-05-03 00:00:00-04:00,228.3000030517578,Sell
2021-05-04 00:00:00-04:00,224.53334045410156,Sell
2021-05-05 00:00:00-04:00,223.64666748046875,Sell
2021-05-06 00:00:00-04:00,221.17999267578125,Sell
2021-05-07 00:00:00-04:00,224.1233367919922,Sell
2021-05-10 00:00:00-04:00,209.67999267578125,Sell
2021-05-11 00:00:00-04:00,205.73333740234375,Sell
2021-05-12 00:00:00-04:00,196.6300048828125,Sell
2021-05-13 00:00:00-04:00,190.56333923339844,Sell
2021-05-14 00:00:00-04:00,196.5800018310547,Sell
2021-05-17 00:00:00-04:00,192.27667236328125,Sell
2021-05-18 00:00:00-04:00,192.6233367919922,Sell
2021-05-19 00:00:00-04:00,187.82000732421875,Sell
2021-05-20 00:00:00-04:00,195.5933380126953,Sell
2021-05-21 00:00:00-04:00,193.6266632080078,Sell
2021-05-24 00:00:00-04:00,202.14666748046875,Sell
2021-05-25 00:00:00-04:00,201.56333923339844,Sell
2021-05-26 00:00:00-04:00,206.3766632080078,Sell
2021-05-27 00:00:00-04:00,210.28334045410156,Sell
2021-05-28 00:00:00-04:00,208.4066619873047,Sell
2021-06-01 00:00:00-04:00,207.96665954589844,Sell
2021-06-02 00:00:00-04:00,201.7066650390625,Sell
2021-06-03 00:00:00-04:00,190.94667053222656,Sell
2021-06-04 00:00:00-04:00,199.68333435058594,Sell
2021-06-07 00:00:00-04:00,201.7100067138672,Sell
2021-06-08 00:00:00-04:00,201.19667053222656,Sell
2021-06-09 00:00:00-04:00,199.5933380126953,Sell
2021-06-10 00:00:00-04:00,203.3733367919922,Sell
2021-06-11 00:00:00-04:00,203.29666137695312,Buy
2021-06-14 00:00:00-04:00,205.89666748046875,Buy
2021-06-15 00:00:00-04:00,199.7866668701172,Buy
2021-06-16 00:00:00-04:00,201.6233367919922,Buy
2021-06-17 00:00:00-04:00,205.53334045410156,Buy
2021-06-18 00:00:00-04:00,207.77000427246094,Buy
2021-06-21 00:00:00-04:00,206.94332885742188,Buy
2021-06-22 00:00:00-04:00,207.90333557128906,Buy
2021-06-23 00:00:00-04:00,218.85667419433594,Buy
2021-06-24 00:00:00-04:00,226.60667419433594,Buy
2021-06-25 00:00:00-04:00,223.9566650390625,Buy
2021-06-28 00:00:00-04:00,229.57333374023438,Buy
2021-06-29 00:00:00-04:00,226.9199981689453,Buy
2021-06-30 00:00:00-04:00,226.56666564941406,Buy
2021-07-01 00:00:00-04:00,225.97332763671875,Buy
2021-07-02 00:00:00-04:00,226.3000030517578,Buy
2021-07-06 00:00:00-04:00,219.86000061035156,Buy
2021-07-07 00:00:00-04:00,214.88333129882812,Buy
2021-07-08 00:00:00-04:00,217.60333251953125,Buy
2021-07-09 00:00:00-04:00,218.98333740234375,Buy
2021-07-12 00:00:00-04:00,228.56666564941406,Buy
2021-07-13 00:00:00-04:00,222.84666442871094,Buy
2021-07-14 00:00:00-04:00,217.7933349609375,Buy
2021-07-15 00:00:00-04:00,216.86666870117188,Buy
2021-07-16 00:00:00-04:00,214.74000549316406,Sell
2021-07-19 00:00:00-04:00,215.4066619873047,Sell
2021-07-20 00:00:00-04:00,220.1666717529297,Sell
2021-07-21 00:00:00-04:00,218.42999267578125,Sell
2021-07-22 00:00:00-04:00,216.4199981689453,Sell
2021-07-23 00:00:00-04:00,214.4600067138672,Sell
2021-07-26 00:00:00-04:00,219.2066650390625,Sell
2021-07-27 00:00:00-04:00,214.92666625976562,Sell
2021-07-28 00:00:00-04:00,215.66000366210938,Sell
2021-07-29 00:00:00-04:00,225.78334045410156,Sell
2021-07-30 00:00:00-04:00,229.06666564941406,Buy
2021-08-02 00:00:00-04:00,236.55667114257812,Buy
2021-08-03 00:00:00-04:00,236.5800018310547,Buy
2021-08-04 00:00:00-04:00,236.97332763671875,Buy
2021-08-05 00:00:00-04:00,238.2100067138672,Buy
