Date,signal,short_mavg,long_mavg,positions
2021-11-09 00:00:00-05:00,1.0,378.7255554199219,324.54506713867187,0.0
2021-11-10 00:00:00-05:00,1.0,361.59888712565106,328.347734375,0.0
2021-11-11 00:00:00-05:00,1.0,350.5511067708333,331.9464001464844,0.0
2021-11-12 00:00:00-05:00,1.0,351.65333048502606,335.2521337890625,0.0
2021-11-15 00:00:00-05:00,1.0,345.5911051432292,338.2047998046875,0.0
2021-11-16 00:00:00-05:00,1.0,344.6155497233073,341.5249328613281,0.0
2021-11-17 00:00:00-05:00,1.0,350.79221598307294,345.23066650390626,0.0
2021-11-18 00:00:00-05:00,1.0,360.01332600911456,348.93813232421877,0.0
2021-11-19 00:00:00-05:00,1.0,369.1611022949219,352.8585314941406,0.0
2021-11-22 00:00:00-05:00,1.0,376.7011006673177,356.6819970703125,0.0
2021-11-23 00:00:00-05:00,1.0,378.1066589355469,359.9454638671875,0.0
2021-11-24 00:00:00-05:00,1.0,375.76666259765625,363.2814636230469,0.0
2021-11-26 00:00:00-05:00,1.0,367.4388936360677,365.78706420898436,0.0
2021-11-29 00:00:00-05:00,1.0,370.5455627441406,368.8178649902344,0.0
2021-11-30 00:00:00-05:00,1.0,373.7411193847656,370.4165319824219,0.0
2021-12-01 00:00:00-05:00,1.0,375.19444783528644,371.4374658203125,0.0
2021-12-02 00:00:00-05:00,0.0,369.3733317057292,372.06066528320315,-1.0
2021-12-03 00:00:00-05:00,0.0,354.9522196451823,371.2330651855469,0.0
2021-12-06 00:00:00-05:00,0.0,345.3977762858073,369.8331982421875,0.0
2021-12-07 00:00:00-05:00,0.0,341.74778238932294,367.74199829101565,0.0
2021-12-08 00:00:00-05:00,0.0,347.7466735839844,366.3681323242188,0.0
2021-12-09 00:00:00-05:00,0.0,347.16778564453125,363.56733276367186,0.0
2021-12-10 00:00:00-05:00,0.0,343.3100077311198,360.72893310546874,0.0
2021-12-13 00:00:00-05:00,0.0,331.9155578613281,357.31986572265623,0.0
2021-12-14 00:00:00-05:00,0.0,326.8833312988281,354.5941320800781,0.0
2021-12-15 00:00:00-05:00,0.0,322.3233235677083,353.9606652832031,0.0
2021-12-16 00:00:00-05:00,0.0,317.935546875,352.0802648925781,0.0
2021-12-17 00:00:00-05:00,0.0,315.05332438151044,350.3343981933594,0.0
2021-12-20 00:00:00-05:00,0.0,306.60333251953125,348.55466552734373,0.0
2021-12-21 00:00:00-05:00,0.0,307.89333089192706,347.55653198242186,0.0
2021-12-22 00:00:00-05:00,0.0,316.37111409505206,346.94506591796875,0.0
2021-12-23 00:00:00-05:00,0.0,334.93332926432294,346.65159912109374,0.0
2021-12-27 00:00:00-05:00,1.0,352.20111083984375,346.6190661621094,1.0
2021-12-28 00:00:00-05:00,1.0,361.04555257161456,345.97119995117185,0.0
2021-12-29 00:00:00-05:00,1.0,363.1777750651042,345.02880004882815,0.0
2021-12-30 00:00:00-05:00,1.0,360.55555216471356,344.5129333496094,0.0
2021-12-31 00:00:00-05:00,1.0,357.03444417317706,343.72333374023435,0.0
2022-01-03 00:00:00-05:00,1.0,369.6555582682292,345.2947998046875,0.0
2022-01-04 00:00:00-05:00,1.0,378.4611104329427,345.4627990722656,0.0
2022-01-05 00:00:00-05:00,1.0,381.9433288574219,344.7075988769531,0.0
2022-01-06 00:00:00-05:00,1.0,366.93443806966144,344.3035986328125,0.0
2022-01-07 00:00:00-05:00,1.0,353.3088887532552,343.5350659179687,0.0
2022-01-10 00:00:00-05:00,1.0,349.9755554199219,344.1103991699219,0.0
2022-01-11 00:00:00-05:00,1.0,349.9422200520833,344.84893188476565,0.0
2022-01-12 00:00:00-05:00,1.0,358.74888102213544,345.57519775390625,0.0
2022-01-13 00:00:00-05:00,1.0,355.7977701822917,345.07653076171874,0.0
2022-01-14 00:00:00-05:00,1.0,354.15443929036456,345.6873303222656,0.0
2022-01-18 00:00:00-05:00,0.0,345.7422180175781,345.86706298828125,-1.0
2022-01-19 00:00:00-05:00,0.0,341.75221761067706,346.2569299316406,0.0
2022-01-20 00:00:00-05:00,0.0,335.82555135091144,346.7603967285156,0.0
2022-01-21 00:00:00-05:00,0.0,326.2022196451823,346.3325305175781,0.0
2022-01-24 00:00:00-05:00,0.0,318.90777587890625,346.37359741210935,0.0
2022-01-25 00:00:00-05:00,0.0,310.25555419921875,346.1846643066406,0.0
2022-01-26 00:00:00-05:00,0.0,309.53444417317706,346.68426391601565,0.0
2022-01-27 00:00:00-05:00,0.0,298.3233337402344,345.22519775390623,0.0
2022-01-28 00:00:00-05:00,0.0,290.3177795410156,343.0582641601562,0.0
2022-01-31 00:00:00-05:00,0.0,290.24110921223956,341.3211975097656,0.0
2022-02-01 00:00:00-05:00,0.0,301.5911051432292,339.1519970703125,0.0
2022-02-02 00:00:00-05:00,0.0,308.1811014811198,336.7145300292969,0.0
2022-02-03 00:00:00-05:00,0.0,303.1166585286458,334.1138635253906,0.0
2022-02-04 00:00:00-05:00,0.0,302.2355550130208,332.1535974121094,0.0
2022-02-07 00:00:00-05:00,0.0,302.42222086588544,330.1610632324219,0.0
2022-02-08 00:00:00-05:00,0.0,305.8511149088542,326.45733032226565,0.0
2022-02-09 00:00:00-05:00,0.0,306.8155517578125,323.55613037109373,0.0
2022-02-10 00:00:00-05:00,0.0,306.50555419921875,321.1085302734375,0.0
2022-02-11 00:00:00-05:00,0.0,299.6166585286458,318.37919677734374,0.0
2022-02-14 00:00:00-05:00,0.0,293.36777750651044,316.3631970214844,0.0
2022-02-15 00:00:00-05:00,0.0,295.3544413248698,314.55399658203123,0.0
2022-02-16 00:00:00-05:00,0.0,302.3977762858073,312.67386352539063,0.0
2022-02-17 00:00:00-05:00,0.0,302.4633280436198,309.6089306640625,0.0
2022-02-18 00:00:00-05:00,0.0,295.1911112467448,307.2811975097656,0.0
2022-02-22 00:00:00-05:00,0.0,283.8733317057292,304.24013061523436,0.0
2022-02-23 00:00:00-05:00,0.0,271.3944396972656,300.687197265625,0.0
